client_id,product_id,timestamp
154,15,2019-06-21T23:42:23.215370
150,16,2019-06-29T21:00:27.408420
177,15,2019-07-04T07:16:43.227752
150,17,2019-07-07T21:44:52.913558
131,14,2019-07-13T18:51:31.648596
183,13,2019-07-14T20:57:47.234874
153,13,2019-07-28T15:25:17.368498
174,17,2019-07-31T21:24:08.131875
217,16,2019-08-01T10:51:14.529003
210,11,2019-08-07T19:12:39.258544
191,13,2019-08-14T13:08:51.080693
233,11,2019-08-22T21:18:43.809507
151,21,2019-08-23T11:11:06.653319
129,17,2019-09-03T01:08:53.978331
152,14,2019-09-07T05:32:41.225391
180,19,2019-09-24T20:59:47.395558
121,15,2019-10-01T03:54:16.026707
145,22,2019-10-06T21:53:12.001219
177,20,2019-10-10T11:23:12.987466
184,14,2019-10-20T14:36:41.210596
215,13,2019-10-22T01:55:43.614794
193,22,2019-10-24T06:55:33.413849
166,18,2019-10-27T19:58:19.970420
139,13,2019-11-02T12:20:56.046041
182,19,2019-11-13T17:53:57.881481
185,17,2019-11-28T10:28:45.845122
217,10,2019-11-30T06:05:29.157195
193,23,2019-12-01T13:19:55.460233
166,16,2019-12-18T09:17:16.773285
170,10,2019-12-23T00:35:02.712541
210,15,2019-12-25T15:22:14.272773
203,13,2019-12-26T02:52:38.809145
206,16,2019-12-28T11:13:46.375824
136,11,2019-12-28T13:39:35.096663
127,17,2020-01-01T01:23:47.915369
183,19,2020-01-10T00:40:00.219616
112,10,2020-01-25T11:51:44.573519
127,22,2020-01-27T09:17:18.901747
180,11,2020-02-02T18:11:22.599463
127,15,2020-02-12T15:45:20.830512
204,20,2020-02-23T12:49:00.475275
160,19,2020-03-09T16:40:10.145836
204,12,2020-03-21T21:07:36.054858
183,20,2020-03-24T11:35:19.857849
180,17,2020-03-26T18:22:28.242383
177,13,2020-03-29T09:29:11.316552
151,11,2020-04-07T04:50:25.334153
215,19,2020-04-07T10:24:40.689993
191,16,2020-04-13T08:21:53.828240
192,14,2020-04-26T02:43:59.800111
144,14,2020-04-30T05:39:14.280316
137,15,2020-05-01T04:37:26.575661
105,21,2020-05-15T03:24:59.724370
139,16,2020-05-16T11:25:32.584770
184,19,2020-06-05T10:16:12.784719
174,14,2020-06-21T03:09:09.162372
183,15,2020-06-23T20:48:31.203430
141,17,2020-07-02T17:41:21.083240
137,22,2020-07-09T15:43:01.646751
125,12,2020-07-10T13:50:58.366030
216,11,2020-07-10T17:35:01.217701
211,16,2020-07-14T05:00:36.680462
184,15,2020-08-01T21:26:16.268090
166,11,2020-08-02T11:28:55.301377
203,11,2020-08-10T11:33:38.052661
128,15,2020-08-12T07:32:58.020080
226,17,2020-08-14T02:57:16.697367
112,20,2020-08-26T06:09:28.745751
185,20,2020-08-30T17:12:46.339993
136,12,2020-09-11T14:18:47.236820
196,17,2020-09-14T22:02:54.792650
182,17,2020-09-17T14:18:22.049090
127,10,2020-09-19T23:17:27.998024
170,18,2020-10-09T09:15:54.510570
117,19,2020-10-20T02:02:58.665862
139,19,2020-10-28T00:14:44.607917
180,12,2020-11-07T17:00:26.993216
192,15,2020-11-09T16:51:54.486765
197,18,2020-11-09T20:11:27.582496
204,14,2020-11-16T01:10:22.814532
145,17,2020-11-21T20:54:28.090447
210,12,2020-12-07T06:23:26.111092
148,13,2020-12-10T04:57:23.051297
111,11,2020-12-10T18:25:47.918350
144,13,2020-12-17T13:10:38.951676
215,15,2020-12-21T09:28:11.798686
221,21,2021-01-05T22:18:37.515755
136,21,2021-01-11T00:18:27.985616
193,16,2021-01-15T08:23:39.284613
139,10,2021-02-04T09:51:56.859454
174,15,2021-02-16T23:52:30.631068
141,14,2021-02-19T16:52:49.132324
233,16,2021-03-04T15:05:41.375264
166,22,2021-03-06T03:34:44.216702
148,21,2021-03-30T22:58:00.907312
170,17,2021-04-05T11:11:53.230213
128,20,2021-04-10T01:01:24.846620
145,13,2021-04-19T20:55:16.444159
209,15,2021-04-29T01:46:02.450223
230,17,2021-04-30T09:52:48.084752
184,17,2021-05-03T04:57:04.816010
151,12,2021-05-05T08:59:58.377181
128,14,2021-05-10T03:01:21.202068
145,23,2021-05-17T20:47:38.601613
226,13,2021-05-24T13:00:33.095794
150,13,2021-05-30T18:15:55.042691
109,22,2021-05-30T22:20:05.469210
131,18,2021-06-01T21:00:04.892723
119,17,2021-06-07T21:34:12.246529
131,11,2021-06-12T05:00:00.968022
185,14,2021-06-13T18:11:23.995357
185,21,2021-06-16T23:20:59.674483
116,17,2021-06-19T20:23:03.397472
152,11,2021-06-20T20:15:21.515119
119,16,2021-07-08T06:51:17.395112
185,12,2021-07-08T15:25:39.960974
182,22,2021-08-01T17:23:18.418529
153,10,2021-08-02T02:45:20.718704
209,14,2021-08-02T15:26:02.964149
111,22,2021-08-05T06:24:27.460105
112,11,2021-08-05T14:29:25.728680
131,12,2021-08-19T08:32:04.814135
106,21,2021-08-29T10:45:04.759045
119,19,2021-08-30T02:14:12.487019
117,13,2021-09-16T15:21:30.795917
144,10,2021-10-01T02:41:31.517517
105,16,2021-10-02T02:16:09.831445
152,19,2021-10-02T08:45:12.863972
148,23,2021-10-10T20:30:41.736461
217,11,2021-10-12T16:50:33.731696
128,11,2021-10-16T13:47:57.279010
216,10,2021-10-22T07:55:47.078503
136,19,2021-10-25T23:38:31.170075
221,12,2021-11-10T00:18:36.555653
119,14,2021-11-10T16:48:38.304021
144,22,2021-11-14T01:25:44.380689
230,23,2021-11-16T11:26:39.606919
204,15,2021-11-22T07:15:01.039546
210,17,2021-11-24T05:25:57.265607
209,16,2021-12-02T15:34:24.410281
176,18,2021-12-03T09:40:40.991407
176,22,2021-12-04T09:25:59.565894
148,15,2021-12-04T16:40:06.272787
160,13,2021-12-09T16:22:54.374920
121,18,2021-12-19T22:12:21.619377
183,22,2022-01-11T05:10:45.660547
105,23,2022-01-20T07:51:31.547803
139,15,2022-01-25T16:34:57.086141
111,17,2022-01-26T16:55:04.584956
116,19,2022-01-31T02:21:26.090057
112,15,2022-01-31T19:31:35.414735
127,19,2022-02-11T21:46:43.360676
230,18,2022-02-13T09:30:53.773520
176,17,2022-02-17T13:44:26.423303
211,13,2022-02-27T03:17:18.766511
226,22,2022-02-28T00:35:44.078304
191,21,2022-03-03T18:06:41.620449
106,23,2022-03-05T00:24:10.269176
148,12,2022-03-07T20:46:01.172506
160,14,2022-03-13T22:20:30.194694
106,22,2022-03-19T10:33:55.308138
139,18,2022-03-21T01:21:54.042039
127,21,2022-04-07T16:12:38.327415
